data,DEFAULT_CLOCK,cmd_active,CMD1_dat,cmd[0],cmd[1],cmd[2],cmd[3],bit[0],bit[1],bit[2],bit[3],bit[4],bit[5],bit[6],bit[7],crc_bit,cmd_bits,start_bit,stop_bit,arg16_bit
0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0
0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0
0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0
1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0
0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
0,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0
0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0
0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0
0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0
0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0
0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0
0,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0
0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0
